A,Metalmineral,Status,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Companycountry,country,shortname,metal
,Uranium oxide  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,KDC,U
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,  ..   ,  ..   ,1.093,0.884,  ..   ,Canada,South Africa,Kendal,coal
,Vanadium  (kt),Closed, ---  , ---  ,1,1.8,1.8,1.8,1.8,2.9,3.3,2.5,2.7,3.8,3.4,2.6, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,Switzerland,South Africa,Kennedy's,V
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.5,0.4,0.4,0.4,UK,South Africa,Khomanani,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.14,0.12,0.14,0.131,UK,South Africa,Khomanani,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.7,0.7,0.7,0.6,UK,South Africa,Khomanani,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.47,1.47,1.49,1.53,UK,South Africa,Khomanani,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,3.28,3.15,3.18,3.2,UK,South Africa,Khomanani,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,5.7,5.43,5.59,5.82,UK,South Africa,Khomanani,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.35,0.3,0.34,0.38,UK,South Africa,Khomanani,PGM
,Iron ore  (Mt),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.85,6.65,8.77,8.73,10,South Africa,South Africa,Khumani,Fe
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.5,0.5,0.5,0.4,UK,South Africa,Khuseleka,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.16,0.13,0.14,0.14,UK,South Africa,Khuseleka,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1,0.9,0.8,0.8,UK,South Africa,Khuseleka,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.36,2.02,2.04,2.08,UK,South Africa,Khuseleka,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.88,4.1,4.14,4.15,UK,South Africa,Khuseleka,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,9.11,7.44,7.64,7.88,UK,South Africa,Khuseleka,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.68,0.47,0.52,0.57,UK,South Africa,Khuseleka,PGM
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,33.69,12.8,12.31,12.83,14.74,15.07,13.625,13.526,13.327,11.125,10.868,12.928,10.863,Australia,South Africa,Khutala,coal
,Diamond carats  (Mct),Operating,0.57,0.67,0.6,0.51,0.6,0.59,0.56,0.61,0.68,0.56,0.57,0.55,0.47,1.05,2.05,1.9,1.95,1.64,0.91,0.4,0.82,0.06,  ..   ,South Africa,South Africa,Kimberley,Dia
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,  ..   ,  ..   ,  ..   ,0.4,0.82,0.78,  ..   ,UK,South Africa,Kimberley,Dia
,Gold  (t),Suspended,12.25,12.03,12.56,12.66,11.743,8.531,9.316, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Kinross,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,4.476,4.038,4.084,4.382,4.692,4.484,3.898,3.491,4.546,4.414,4.424,4.4,3.766,UK,South Africa,Kleinkopje,coal
,Coal  (Mt),Suspended,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.4,  ..   ,  ..   ,  ..   ,Netherlands,South Africa,Klip,coal
,Diamond carats  (Mct),Suspended,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.01,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,Klipgat,Dia
,Diamond carats  (Mct),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.07,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Klipspringer,Dia
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.564,3.178,2.632,3.223,3.44,3.964,4.887,7.072,7.568,Australia,South Africa,Klipspruit,coal
,Gold  (t),Operating,0.21,0.24,0.27,0.328,0.323,0.193,0.338,0.281,0.279,0.3,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Klipwal,Au
,Gold  (t),Active,  ..   ,  ..   ,1.3,1.3,1.3,1.3,1.27,1.22, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Knights,Au
,Diamond carats  (Mct),Operating,0.15,0.22,0.24,0.14,0.13,0.12,0.14,0.14,0.16,0.13,0.15,0.15,0.11,0.11,0.11,0.12,  ..   , ---  ,0.07,0.06,  ..   ,0.05,  ..   ,South Africa,South Africa,Koffiefontein,Dia
,Iron ore  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,1.5,8.5,UK,South Africa,Kolomela,Fe
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,5.694,5.32,6.335,6.11,5.491,5.472,4.809,4.858,4.5,2.9,2.9,3.1,3,Switzerland,South Africa,Koornfontein,coal
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,16.272,14.973,15.381,15.874,15.449,15.104,14.993,13.886,13.013,11.244,10.481,9.502,9.551,5.101,South Africa,South Africa,Kopanang,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.93,0.9,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Kopermyne,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,11.72,10.072,10.238,10.984,11.06,12.03,12.318,11.21,10.344,15.29,13.049,11.167,11.092,UK,South Africa,Kriel,coal
,Chromite  (kt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1034,1310,1926,2134,1863,1627,1266,1134,640,815,792,  ..   ,Switzerland,South Africa,Kroondal,Cr
,Copper  (kt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.1,0.1,0.1,0.1,0.1,0.1,UK,South Africa,Kroondal,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.03,0.038,0.034,0.029,0.038,0.063,0.072,0.063,0.057,0.062,0.059,0.053,0.059,UK,South Africa,Kroondal,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.2,0.2,  ..   ,  ..   ,  ..   ,0.2,0.3,0.4,0.4,0.3,0.3,UK,South Africa,Kroondal,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.3,1.4,1.66,1.87,1.9,2.33,3.78,4.03,3.69,3.57,3.75,4.12,3.31,3.56,UK,South Africa,Kroondal,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.5,2.2,3.52,4.16,4.13,4.82,7.78,8.31,7.61,7.31,7.49,8.3,6.77,6.95,UK,South Africa,Kroondal,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.88,3.9,5.78,6.71,6.73,8.05,13.01,13.87,12.71,12.27,14.27,16.26,13.87,13.58,UK,South Africa,Kroondal,PGM
,Rhodium  (t),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.08,0.3,0.6,0.68,0.69,0.86,1.39,1.46,1.34,1.33,1.38,1.34,1.28,1.08,UK,South Africa,Kroondal,PGM
,Gold  (t),Closed, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1,0.979,0.424, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Kusasalethu,Au
,Gold  (t),"Operating, exp/constr", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,12.8,12.523,10.096,6.92, ---  , ---  ,5.289,5.33,5.709,4.991,5.872,4.814,South Africa,South Africa,Kusasalethu,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.348,0.418,0.376,0.57,0.54,0.622,0.6,0.6,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Lakeside,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,3.743,3.217,3.269,3.508,3.474,3.583,4.102,4.058,4.089,4.232,4.086,4.171,4.272,UK,South Africa,Landau,coal
,Gold  (t),Closed, ---  ,  ..   ,7.45,8.73,9.133,7.561,6.447,7.503,7.611,9.869,9.7,9, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Leeudoorn,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.384,0.384,0.384,0.569,0.244,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Netherlands,South Africa,Leeuw,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.503,0.512,0.368,0.406,0.505,0.551,0.403,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Leeuwfontein,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.489,1.55,1.504,1.61,1.615,1.955,2.425,2.213,3.689,2.506,3.096,4.03,3.844,South Africa,South Africa,Leeuwpan,coal
,Gold  (t),Suspended,2.46,2.09,2.35,2.69,2.653,2.4,2.523, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Leslie,Au
,Gold  (t),Closed,7.62,7.85,9.01,9.84,9.098,9.158,8.55,9.491,9.921,8.187,8,5.8, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Libanon,Au
,Silver  (t),Closed,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Libanon,Ag
,Gold  (t),"Operating, exp/feasib", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.1,0.24,0.3,0.34,0.24, ---  , ---  , ---  , ---  , ---  , ---  ,0.392,0.663,Australia,South Africa,Lily,Au
,Gold  (t),Suspended,  ..   ,0.24,0.43,1.095,1.9,1.7,1.353,1.44, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,Australia,South Africa,Lindum,Au
,Copper  (kt),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,0.6,  ..   ,0.6,0.5,0.3,0.1, ---  , ---  , ---  ,UK,South Africa,Lonmin,Cu
,Gold  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,0.104,0.092,0.039,0.008, ---  , ---  , ---  ,UK,South Africa,Lonmin,Au
,Nickel  (kt),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,0.9,  ..   ,0.9,0.8,0.4,0.1, ---  , ---  , ---  ,UK,South Africa,Lonmin,Ni
,Palladium  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.5,0.75,0.29,1.15,0.76,0.51,0.1, ---  , ---  , ---  ,UK,South Africa,Lonmin,PGM
,Platinum  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.8,1.25,0.36,1.51,1.11,0.69,0.12, ---  , ---  , ---  ,UK,South Africa,Lonmin,PGM
,PGMs  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,1.3,2,0.8,3.31,2.29,1.45,0.27, ---  , ---  , ---  ,UK,South Africa,Lonmin,PGM
,Rhodium  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,  ..   ,  ..   ,0.04,0.22,0.12,0.08,0.02, ---  , ---  , ---  ,UK,South Africa,Lonmin,PGM
,Copper  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,3,3,3,3.5,3,3,3,2.5,2.3,1.9,1.7,1.8,2.2,2.1,UK,South Africa,Lonmin,Cu
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.476,0.487,0.522,0.536,0.548,0.7,0.8,0.891,0.671,0.536,0.448,0.466,0.543,0.513,UK,South Africa,Lonmin,Au
,Nickel  (kt),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,5,5,5,5,5,5,5,4.2,3.8,3.1,2.7,2.9,3.5,3.3,UK,South Africa,Lonmin,Ni
,Palladium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,8.74,9.12,10.07,10.91,12.98,12.35,12.41,12.52,11.01,9.44,8.85,9.75,10.1,9.13,UK,South Africa,Lonmin,PGM
,Platinum  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,18.96,20.52,22.29,23.56,29.02,28.51,28.15,27.92,24.2,20.54,19.06,20.8,21.59,19.98,UK,South Africa,Lonmin,PGM
,PGMs  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,36.17,38.43,42.22,45.64,54.67,52.15,52.21,51.9,45.37,38.57,35.94,39.4,40.55,37.06,UK,South Africa,Lonmin,PGM
,Rhodium  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.65,2.76,3.17,3.53,4.37,3.52,3.67,3.6,3.2,2.8,2.64,2.89,2.85,2.61,UK,South Africa,Lonmin,PGM
,Diamond carats  (Mct),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.01,0,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Lower,Dia
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  ,0.642,2.116,1.439,1.514,3.347,4.426,4.895,4.626,3.608,UK,South Africa,Mafube,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.527,  ..   ,  ..   ,  ..   ,  ..   ,0.215,  ..   ,Canada,South Africa,Magdalena,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.2,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,Magdelena,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.32,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Canada,South Africa,Magdelena,coal
,Gold  (t),Suspended,  ..   ,0.18,0.18,0.19,0.25,0.28,0.265,0.23,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,Australia,South Africa,Makonjwaan,Au
,Iron ore  (Mt),Operating,2.28,2.12,1.4,1.8,1.99,2.18,2.04,2.38,2.33,2.05,2.62,2.36,2.24,2.09,2.31,2.07,2.01,1.35,2.12,1.85,2.32,1.9,1.78,Russia,South Africa,Mapochs,Fe
,Copper  (kt),Closed, ---  , ---  ,  ..   ,1.5,1.5,1.5,1.8,2.1,1.6,1.5,1.7,1.6,1.5,1.2,0.6, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,China,South Africa,Maranda,Cu
,Zinc  (kt),Closed, ---  , ---  ,  ..   ,10,12,12,12.4,11.6,13,15,13,12.5,12.9,11.9,4, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,China,South Africa,Maranda,Zn
,Chromite  (kt),Operating,  ..   ,100,100,70,70,90,90,100,100,100,100,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,UK,South Africa,Marico,Cr
,Gold  (t),Closed,0.65,0.61,0.44,  ..   ,  ..   ,  ..   ,  ..   ,  ..   , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,South Africa,South Africa,Marievale,Au
,Gold  (t),"Susp, restart/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.019,0.022,0.024,0.026,0.03,0.025,0.027,0.024,0.016,0.009,UK,South Africa,Marikana,Au
,Palladium  (t),"Susp, restart/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.6,0.68,0.85,0.98,1.16,1.14,1.25,1.16,0.71,0.42,UK,South Africa,Marikana,PGM
,Platinum  (t),"Susp, restart/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,1.57,1.72,2,2.02,2.63,2.59,2.77,2.37,1.52,0.88,UK,South Africa,Marikana,PGM
,PGMs  (t),"Susp, restart/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,2.31,2.61,3.16,3.35,4.21,4.17,4.51,4.38,2.87,2.08,UK,South Africa,Marikana,PGM
,Rhodium  (t),"Susp, restart/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.14,0.19,0.28,0.33,0.39,0.41,0.46,0.42,0.25,0.22,UK,South Africa,Marikana,PGM
,Nickel  (kt),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,South Africa,South Africa,Marula,Ni
,Palladium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.94,0.98,1.72,2.17,2.27,2.43,2.35,2.1,2.23,South Africa,South Africa,Marula,PGM
,Platinum  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.95,0.98,1.69,2.11,2.21,2.34,2.18,2.04,2.16,South Africa,South Africa,Marula,PGM
,PGMs  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,2.08,2.53,4.42,5.4,5.75,6.18,5.74,5.37,5.69,South Africa,South Africa,Marula,PGM
,Rhodium  (t),"Operating, exp/plans", ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,  ..   ,0.19,0.2,0.6,0.45,0.46,0.5,0.46,0.43,0.46,South Africa,South Africa,Marula,PGM
,Gold  (t),Operating, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,4.245,4.101,4.947,4.653,3.556,3.508,South Africa,South Africa,Masimong,Au
,Gold  (t),Closed,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,11.201,11.444,5.841,  ..   , ---  ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Matjhabeng,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,13.681,12.282,12.812,15.3,15.566,12.8,13.613,13,13.23,11.273,12.288,10.15,10.948,South Africa,South Africa,Matla,coal
,Gold  (t),Suspended, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,0.014,0.124,0.052, ---  ,Australia,South Africa,Megamine/Sub,Au
,Chromite  (kt),Active, ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  , ---  ,USA,South Africa,Metallurg,Cr
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,9,8.2,8.1,7.7,8.51,8,9.3,8.1,7.6,7.6,8.5,7.6,7.4,South Africa,South Africa,Middelbult,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,16.942,16.964,17.596,14.23,14.129,13.78,16.315,13.513,14.42,14.11,14,14.328,14.848,Australia,South Africa,Middelburg,coal
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,1.017,1,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Middelburg,coal
,Gold  (t),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,2.6,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Middelvlei,Au
,Coal  (Mt),Operating,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,0.7,0.7,  ..   ,  ..   ,  ..   ,  ..   ,  ..   ,South Africa,South Africa,Mimosa,coal
